"","region","date","cases"
"244","Fiji",20-01-23,0
"245","Finland",20-01-23,0
"246","France",20-01-23,0
"247","Gabon",20-01-23,0
"248","Gambia",20-01-23,0
"249","Georgia",20-01-23,0
"250","Germany",20-01-23,0
"251","Ghana",20-01-23,0
"252","Greece",20-01-23,0
"253","Grenada",20-01-23,0
"254","Guatemala",20-01-23,0
"255","Guinea",20-01-23,0
"256","Guinea-Bissau",20-01-23,0
"257","Guyana",20-01-23,0
"258","Haiti",20-01-23,0
"259","Holy See",20-01-23,0
"260","Honduras",20-01-23,0
"261","Hungary",20-01-23,0
"262","Iceland",20-01-23,0
"263","India",20-01-23,0
"264","Indonesia",20-01-23,0
"265","Iran",20-01-23,0
"266","Iraq",20-01-23,0
"267","Ireland",20-01-23,0
"268","Israel",20-01-23,0
"269","Italy",20-01-23,0
"270","Jamaica",20-01-23,0
"271","Japan",20-01-23,2
"272","Jordan",20-01-23,0
"273","Kazakhstan",20-01-23,0
"274","Kenya",20-01-23,0
"275","Korea, South",20-01-23,1
"276","Kosovo",20-01-23,0
"277","Kuwait",20-01-23,0
"278","Kyrgyzstan",20-01-23,0
"279","Laos",20-01-23,0
"280","Latvia",20-01-23,0
"281","Lebanon",20-01-23,0
"282","Liberia",20-01-23,0
"283","Libya",20-01-23,0
"284","Liechtenstein",20-01-23,0
"285","Lithuania",20-01-23,0
"286","Luxembourg",20-01-23,0
"287","Madagascar",20-01-23,0
"288","Malawi",20-01-23,0
"289","Malaysia",20-01-23,0
"290","Maldives",20-01-23,0
"291","Mali",20-01-23,0
"292","Malta",20-01-23,0
"293","Mauritania",20-01-23,0
"294","Mauritius",20-01-23,0
"295","Mexico",20-01-23,0
"296","Moldova",20-01-23,0
"297","Monaco",20-01-23,0
"298","Mongolia",20-01-23,0
"299","Montenegro",20-01-23,0
"300","Morocco",20-01-23,0
"301","Mozambique",20-01-23,0
"302","MS Zaandam",20-01-23,0
"303","Namibia",20-01-23,0
"304","Nepal",20-01-23,0
"305","Netherlands",20-01-23,0
"306","New Zealand",20-01-23,0
"307","Nicaragua",20-01-23,0
"308","Niger",20-01-23,0
"309","Nigeria",20-01-23,0
"310","North Macedonia",20-01-23,0
"311","Norway",20-01-23,0
"312","Oman",20-01-23,0
"313","Pakistan",20-01-23,0
"314","Panama",20-01-23,0
"315","Papua New Guinea",20-01-23,0
"316","Paraguay",20-01-23,0
"317","Peru",20-01-23,0
"318","Philippines",20-01-23,0
"319","Poland",20-01-23,0
"320","Portugal",20-01-23,0
"321","Qatar",20-01-23,0
"322","Romania",20-01-23,0
"323","Russia",20-01-23,0
"324","Rwanda",20-01-23,0
"325","Saint Kitts and Nevis",20-01-23,0
"326","Saint Lucia",20-01-23,0
"327","Saint Vincent and the Grenadines",20-01-23,0
"328","San Marino",20-01-23,0
"329","Sao Tome and Principe",20-01-23,0
"330","Saudi Arabia",20-01-23,0
"331","Senegal",20-01-23,0
"332","Serbia",20-01-23,0
"333","Seychelles",20-01-23,0
"334","Sierra Leone",20-01-23,0
"335","Singapore",20-01-23,1
"336","Slovakia",20-01-23,0
"337","Slovenia",20-01-23,0
"338","Somalia",20-01-23,0
"339","South Africa",20-01-23,0
"340","South Sudan",20-01-23,0
"341","Spain",20-01-23,0
"342","Sri Lanka",20-01-23,0
"343","Sudan",20-01-23,0
"344","Suriname",20-01-23,0
"345","Sweden",20-01-23,0
"346","Switzerland",20-01-23,0
"347","Syria",20-01-23,0
"348","Taiwan",20-01-23,1
"349","Tanzania",20-01-23,0
"350","Thailand",20-01-23,3
"351","Timor-Leste",20-01-23,0
"352","Togo",20-01-23,0
"353","Trinidad and Tobago",20-01-23,0
"354","Tunisia",20-01-23,0
"355","Turkey",20-01-23,0
"356","Uganda",20-01-23,0
"357","Ukraine",20-01-23,0
"358","United Arab Emirates",20-01-23,0
"359","United Kingdom",20-01-23,0
"360","Uruguay",20-01-23,0
"361","USA",20-01-23,1
"362","Uzbekistan",20-01-23,0
"363","Venezuela",20-01-23,0
"364","Vietnam",20-01-23,2
"365","West Bank and Gaza",20-01-23,0
"366","Western Sahara",20-01-23,0
"367","Zambia",20-01-23,0
"368","Zimbabwe",20-01-23,0
"369","Afghanistan",20-01-24,0
"370","Albania",20-01-24,0
"371","Algeria",20-01-24,0
"372","Andorra",20-01-24,0
"373","Angola",20-01-24,0
"374","Antigua and Barbuda",20-01-24,0
"375","Argentina",20-01-24,0
"376","Armenia",20-01-24,0
"377","Australia",20-01-24,0
"378","Austria",20-01-24,0
"379","Azerbaijan",20-01-24,0
"380","Bahamas",20-01-24,0
"381","Bahrain",20-01-24,0
"382","Bangladesh",20-01-24,0
"383","Barbados",20-01-24,0
"384","Belarus",20-01-24,0
"385","Belgium",20-01-24,0
"386","Belize",20-01-24,0
"387","Benin",20-01-24,0
"388","Bhutan",20-01-24,0
"389","Bolivia",20-01-24,0
"390","Bosnia and Herzegovina",20-01-24,0
"391","Botswana",20-01-24,0
"392","Brazil",20-01-24,0
"393","Brunei",20-01-24,0
"394","Bulgaria",20-01-24,0
"395","Burkina Faso",20-01-24,0
"396","Burma",20-01-24,0
"397","Burundi",20-01-24,0
"398","Cabo Verde",20-01-24,0
"399","Cambodia",20-01-24,0
"400","Cameroon",20-01-24,0
"401","Canada",20-01-24,0
"402","Central African Republic",20-01-24,0
"403","Chad",20-01-24,0
"404","Chile",20-01-24,0
"405","China",20-01-24,920
"406","Colombia",20-01-24,0
"407","Congo (Brazzaville)",20-01-24,0
"408","Congo (Kinshasa)",20-01-24,0
"409","Costa Rica",20-01-24,0
"410","Cote d'Ivoire",20-01-24,0
"411","Croatia",20-01-24,0
"412","Cuba",20-01-24,0
"413","Cyprus",20-01-24,0
"414","Czechia",20-01-24,0
"415","Denmark",20-01-24,0
"416","Diamond Princess",20-01-24,0
"417","Djibouti",20-01-24,0
"418","Dominica",20-01-24,0
"419","Dominican Republic",20-01-24,0
"420","Ecuador",20-01-24,0
"421","Egypt",20-01-24,0
"422","El Salvador",20-01-24,0
"423","Equatorial Guinea",20-01-24,0
"424","Eritrea",20-01-24,0
"425","Estonia",20-01-24,0
"426","Eswatini",20-01-24,0
"427","Ethiopia",20-01-24,0
"428","Fiji",20-01-24,0
"429","Finland",20-01-24,0
"430","France",20-01-24,2
"431","Gabon",20-01-24,0
"432","Gambia",20-01-24,0
"433","Georgia",20-01-24,0
"434","Germany",20-01-24,0
"435","Ghana",20-01-24,0
"436","Greece",20-01-24,0
"437","Grenada",20-01-24,0
"438","Guatemala",20-01-24,0
"439","Guinea",20-01-24,0
"440","Guinea-Bissau",20-01-24,0
"441","Guyana",20-01-24,0
"442","Haiti",20-01-24,0
"443","Holy See",20-01-24,0
"444","Honduras",20-01-24,0
"445","Hungary",20-01-24,0
"446","Iceland",20-01-24,0
"447","India",20-01-24,0
"448","Indonesia",20-01-24,0
"449","Iran",20-01-24,0
"450","Iraq",20-01-24,0
"451","Ireland",20-01-24,0
"452","Israel",20-01-24,0
"453","Italy",20-01-24,0
"454","Jamaica",20-01-24,0
"455","Japan",20-01-24,2
"456","Jordan",20-01-24,0
"457","Kazakhstan",20-01-24,0
"458","Kenya",20-01-24,0
"459","Korea, South",20-01-24,2
"460","Kosovo",20-01-24,0
"461","Kuwait",20-01-24,0
"462","Kyrgyzstan",20-01-24,0
"463","Laos",20-01-24,0
"464","Latvia",20-01-24,0
"465","Lebanon",20-01-24,0
"466","Liberia",20-01-24,0
"467","Libya",20-01-24,0
"468","Liechtenstein",20-01-24,0
"469","Lithuania",20-01-24,0
"470","Luxembourg",20-01-24,0
"471","Madagascar",20-01-24,0
"472","Malawi",20-01-24,0
"473","Malaysia",20-01-24,0
"474","Maldives",20-01-24,0
"475","Mali",20-01-24,0
"476","Malta",20-01-24,0
"477","Mauritania",20-01-24,0
"478","Mauritius",20-01-24,0
"479","Mexico",20-01-24,0
"480","Moldova",20-01-24,0
"481","Monaco",20-01-24,0
"482","Mongolia",20-01-24,0
"483","Montenegro",20-01-24,0
"484","Morocco",20-01-24,0
"485","Mozambique",20-01-24,0
"486","MS Zaandam",20-01-24,0
"487","Namibia",20-01-24,0
"488","Nepal",20-01-24,0
"489","Netherlands",20-01-24,0
"490","New Zealand",20-01-24,0
"491","Nicaragua",20-01-24,0
"492","Niger",20-01-24,0
"493","Nigeria",20-01-24,0
"494","North Macedonia",20-01-24,0
"495","Norway",20-01-24,0
"496","Oman",20-01-24,0
"497","Pakistan",20-01-24,0
"498","Panama",20-01-24,0
"499","Papua New Guinea",20-01-24,0
"500","Paraguay",20-01-24,0
"501","Peru",20-01-24,0
"502","Philippines",20-01-24,0
"503","Poland",20-01-24,0
"504","Portugal",20-01-24,0
"505","Qatar",20-01-24,0
"506","Romania",20-01-24,0
"507","Russia",20-01-24,0
"508","Rwanda",20-01-24,0
"509","Saint Kitts and Nevis",20-01-24,0
"510","Saint Lucia",20-01-24,0
"511","Saint Vincent and the Grenadines",20-01-24,0
"512","San Marino",20-01-24,0
"513","Sao Tome and Principe",20-01-24,0
"514","Saudi Arabia",20-01-24,0
"515","Senegal",20-01-24,0
"516","Serbia",20-01-24,0
"517","Seychelles",20-01-24,0
"518","Sierra Leone",20-01-24,0
"519","Singapore",20-01-24,3
"520","Slovakia",20-01-24,0
"521","Slovenia",20-01-24,0
"522","Somalia",20-01-24,0
"523","South Africa",20-01-24,0
"524","South Sudan",20-01-24,0
"525","Spain",20-01-24,0
"526","Sri Lanka",20-01-24,0
"527","Sudan",20-01-24,0
"528","Suriname",20-01-24,0
"529","Sweden",20-01-24,0
"530","Switzerland",20-01-24,0
"531","Syria",20-01-24,0
"532","Taiwan",20-01-24,3
"533","Tanzania",20-01-24,0
"534","Thailand",20-01-24,5
"535","Timor-Leste",20-01-24,0
"536","Togo",20-01-24,0
"537","Trinidad and Tobago",20-01-24,0
"538","Tunisia",20-01-24,0
"539","Turkey",20-01-24,0
"540","Uganda",20-01-24,0
"541","Ukraine",20-01-24,0
"542","United Arab Emirates",20-01-24,0
"543","United Kingdom",20-01-24,0
"544","Uruguay",20-01-24,0
"545","USA",20-01-24,2
"546","Uzbekistan",20-01-24,0
"547","Venezuela",20-01-24,0
"548","Vietnam",20-01-24,2
"549","West Bank and Gaza",20-01-24,0
"550","Western Sahara",20-01-24,0
"551","Zambia",20-01-24,0
"552","Zimbabwe",20-01-24,0
"553","Afghanistan",20-01-25,0
"554","Albania",20-01-25,0
"555","Algeria",20-01-25,0
"556","Andorra",20-01-25,0
"557","Angola",20-01-25,0
"558","Antigua and Barbuda",20-01-25,0
"559","Argentina",20-01-25,0
"560","Armenia",20-01-25,0
"561","Australia",20-01-25,0
"562","Austria",20-01-25,0
"563","Azerbaijan",20-01-25,0
"564","Bahamas",20-01-25,0
"565","Bahrain",20-01-25,0
"566","Bangladesh",20-01-25,0
"567","Barbados",20-01-25,0
"568","Belarus",20-01-25,0
"569","Belgium",20-01-25,0
"570","Belize",20-01-25,0
"571","Benin",20-01-25,0
"572","Bhutan",20-01-25,0
"573","Bolivia",20-01-25,0
"574","Bosnia and Herzegovina",20-01-25,0
"575","Botswana",20-01-25,0
"576","Brazil",20-01-25,0
"577","Brunei",20-01-25,0
"578","Bulgaria",20-01-25,0
"579","Burkina Faso",20-01-25,0
"580","Burma",20-01-25,0
"581","Burundi",20-01-25,0
"582","Cabo Verde",20-01-25,0
"583","Cambodia",20-01-25,0
"584","Cameroon",20-01-25,0
"585","Canada",20-01-25,0
"586","Central African Republic",20-01-25,0
"587","Chad",20-01-25,0
"588","Chile",20-01-25,0
"589","China",20-01-25,1406
"590","Colombia",20-01-25,0
"591","Congo (Brazzaville)",20-01-25,0
"592","Congo (Kinshasa)",20-01-25,0
"593","Costa Rica",20-01-25,0
"594","Cote d'Ivoire",20-01-25,0
"595","Croatia",20-01-25,0
"596","Cuba",20-01-25,0
"597","Cyprus",20-01-25,0
"598","Czechia",20-01-25,0
"599","Denmark",20-01-25,0
"600","Diamond Princess",20-01-25,0
"601","Djibouti",20-01-25,0
"602","Dominica",20-01-25,0
"603","Dominican Republic",20-01-25,0
"604","Ecuador",20-01-25,0
"605","Egypt",20-01-25,0
"606","El Salvador",20-01-25,0
"607","Equatorial Guinea",20-01-25,0
"608","Eritrea",20-01-25,0
"609","Estonia",20-01-25,0
"610","Eswatini",20-01-25,0
"611","Ethiopia",20-01-25,0
"612","Fiji",20-01-25,0
"613","Finland",20-01-25,0
"614","France",20-01-25,3
"615","Gabon",20-01-25,0
"616","Gambia",20-01-25,0
"617","Georgia",20-01-25,0
"618","Germany",20-01-25,0
"619","Ghana",20-01-25,0
"620","Greece",20-01-25,0
"621","Grenada",20-01-25,0
"622","Guatemala",20-01-25,0
"623","Guinea",20-01-25,0
"624","Guinea-Bissau",20-01-25,0
"625","Guyana",20-01-25,0
"626","Haiti",20-01-25,0
"627","Holy See",20-01-25,0
"628","Honduras",20-01-25,0
"629","Hungary",20-01-25,0
"630","Iceland",20-01-25,0
"631","India",20-01-25,0
"632","Indonesia",20-01-25,0
"633","Iran",20-01-25,0
"634","Iraq",20-01-25,0
"635","Ireland",20-01-25,0
"636","Israel",20-01-25,0
"637","Italy",20-01-25,0
"638","Jamaica",20-01-25,0
"639","Japan",20-01-25,2
"640","Jordan",20-01-25,0
"641","Kazakhstan",20-01-25,0
"642","Kenya",20-01-25,0
"643","Korea, South",20-01-25,2
"644","Kosovo",20-01-25,0
"645","Kuwait",20-01-25,0
"646","Kyrgyzstan",20-01-25,0
"647","Laos",20-01-25,0
"648","Latvia",20-01-25,0
"649","Lebanon",20-01-25,0
"650","Liberia",20-01-25,0
"651","Libya",20-01-25,0
"652","Liechtenstein",20-01-25,0
"653","Lithuania",20-01-25,0
"654","Luxembourg",20-01-25,0
"655","Madagascar",20-01-25,0
"656","Malawi",20-01-25,0
"657","Malaysia",20-01-25,3
"658","Maldives",20-01-25,0
"659","Mali",20-01-25,0
"660","Malta",20-01-25,0
"661","Mauritania",20-01-25,0
"662","Mauritius",20-01-25,0
"663","Mexico",20-01-25,0
"664","Moldova",20-01-25,0
"665","Monaco",20-01-25,0
"666","Mongolia",20-01-25,0
"667","Montenegro",20-01-25,0
"668","Morocco",20-01-25,0
"669","Mozambique",20-01-25,0
"670","MS Zaandam",20-01-25,0
"671","Namibia",20-01-25,0
"672","Nepal",20-01-25,1
"673","Netherlands",20-01-25,0
"674","New Zealand",20-01-25,0
"675","Nicaragua",20-01-25,0
"676","Niger",20-01-25,0
"677","Nigeria",20-01-25,0
"678","North Macedonia",20-01-25,0
"679","Norway",20-01-25,0
"680","Oman",20-01-25,0
"681","Pakistan",20-01-25,0
"682","Panama",20-01-25,0
"683","Papua New Guinea",20-01-25,0
"684","Paraguay",20-01-25,0
"685","Peru",20-01-25,0
"686","Philippines",20-01-25,0
"687","Poland",20-01-25,0
"688","Portugal",20-01-25,0
"689","Qatar",20-01-25,0
"690","Romania",20-01-25,0
"691","Russia",20-01-25,0
"692","Rwanda",20-01-25,0
"693","Saint Kitts and Nevis",20-01-25,0
"694","Saint Lucia",20-01-25,0
"695","Saint Vincent and the Grenadines",20-01-25,0
"696","San Marino",20-01-25,0
"697","Sao Tome and Principe",20-01-25,0
"698","Saudi Arabia",20-01-25,0
"699","Senegal",20-01-25,0
"700","Serbia",20-01-25,0
"701","Seychelles",20-01-25,0
"702","Sierra Leone",20-01-25,0
"703","Singapore",20-01-25,3
"704","Slovakia",20-01-25,0
"705","Slovenia",20-01-25,0
"706","Somalia",20-01-25,0
"707","South Africa",20-01-25,0
"708","South Sudan",20-01-25,0
"709","Spain",20-01-25,0
"710","Sri Lanka",20-01-25,0
"711","Sudan",20-01-25,0
"712","Suriname",20-01-25,0
"713","Sweden",20-01-25,0
"714","Switzerland",20-01-25,0
"715","Syria",20-01-25,0
"716","Taiwan",20-01-25,3
"717","Tanzania",20-01-25,0
"718","Thailand",20-01-25,7
"719","Timor-Leste",20-01-25,0
"720","Togo",20-01-25,0
"721","Trinidad and Tobago",20-01-25,0
"722","Tunisia",20-01-25,0
"723","Turkey",20-01-25,0
"724","Uganda",20-01-25,0
"725","Ukraine",20-01-25,0
"726","United Arab Emirates",20-01-25,0
"727","United Kingdom",20-01-25,0
"728","Uruguay",20-01-25,0
"729","USA",20-01-25,2
"730","Uzbekistan",20-01-25,0
"731","Venezuela",20-01-25,0
"732","Vietnam",20-01-25,2
"733","West Bank and Gaza",20-01-25,0
"734","Western Sahara",20-01-25,0
"735","Zambia",20-01-25,0
"736","Zimbabwe",20-01-25,0
"737","Afghanistan",20-01-26,0
"738","Albania",20-01-26,0
"739","Algeria",20-01-26,0
"740","Andorra",20-01-26,0
"741","Angola",20-01-26,0
"742","Antigua and Barbuda",20-01-26,0
"743","Argentina",20-01-26,0
"744","Armenia",20-01-26,0
"745","Australia",20-01-26,4
"746","Austria",20-01-26,0
"747","Azerbaijan",20-01-26,0
"748","Bahamas",20-01-26,0
"749","Bahrain",20-01-26,0
"750","Bangladesh",20-01-26,0
"751","Barbados",20-01-26,0
"752","Belarus",20-01-26,0
"753","Belgium",20-01-26,0
"754","Belize",20-01-26,0
"755","Benin",20-01-26,0
"756","Bhutan",20-01-26,0
"757","Bolivia",20-01-26,0
"758","Bosnia and Herzegovina",20-01-26,0
"759","Botswana",20-01-26,0
"760","Brazil",20-01-26,0
"761","Brunei",20-01-26,0
"762","Bulgaria",20-01-26,0
"763","Burkina Faso",20-01-26,0
"764","Burma",20-01-26,0
"765","Burundi",20-01-26,0
"766","Cabo Verde",20-01-26,0
"767","Cambodia",20-01-26,0
"768","Cameroon",20-01-26,0
"769","Canada",20-01-26,1
"770","Central African Republic",20-01-26,0
"771","Chad",20-01-26,0
"772","Chile",20-01-26,0
"773","China",20-01-26,2075
"774","Colombia",20-01-26,0
"775","Congo (Brazzaville)",20-01-26,0
"776","Congo (Kinshasa)",20-01-26,0
"777","Costa Rica",20-01-26,0
"778","Cote d'Ivoire",20-01-26,0
"779","Croatia",20-01-26,0
"780","Cuba",20-01-26,0
"781","Cyprus",20-01-26,0
"782","Czechia",20-01-26,0
"783","Denmark",20-01-26,0
"784","Diamond Princess",20-01-26,0
"785","Djibouti",20-01-26,0
"786","Dominica",20-01-26,0
"787","Dominican Republic",20-01-26,0
"788","Ecuador",20-01-26,0
"789","Egypt",20-01-26,0
"790","El Salvador",20-01-26,0
"791","Equatorial Guinea",20-01-26,0
"792","Eritrea",20-01-26,0
"793","Estonia",20-01-26,0
"794","Eswatini",20-01-26,0
"795","Ethiopia",20-01-26,0
"796","Fiji",20-01-26,0
"797","Finland",20-01-26,0
"798","France",20-01-26,3
"799","Gabon",20-01-26,0
"800","Gambia",20-01-26,0
"801","Georgia",20-01-26,0
"802","Germany",20-01-26,0
"803","Ghana",20-01-26,0
"804","Greece",20-01-26,0
"805","Grenada",20-01-26,0
"806","Guatemala",20-01-26,0
"807","Guinea",20-01-26,0
"808","Guinea-Bissau",20-01-26,0
"809","Guyana",20-01-26,0
"810","Haiti",20-01-26,0
"811","Holy See",20-01-26,0
"812","Honduras",20-01-26,0
"813","Hungary",20-01-26,0
"814","Iceland",20-01-26,0
"815","India",20-01-26,0
"816","Indonesia",20-01-26,0
"817","Iran",20-01-26,0
"818","Iraq",20-01-26,0
"819","Ireland",20-01-26,0
"820","Israel",20-01-26,0
"821","Italy",20-01-26,0
"822","Jamaica",20-01-26,0
"823","Japan",20-01-26,4
"824","Jordan",20-01-26,0
"825","Kazakhstan",20-01-26,0
"826","Kenya",20-01-26,0
"827","Korea, South",20-01-26,3
"828","Kosovo",20-01-26,0
"829","Kuwait",20-01-26,0
